COG Customer Item Number,TEC Item Number,Item Descripton,Supplier Code,Subcategory,Price
360759,GEP6,PLATE POLE EYE 3/4IN TOP MTG BOLT 2 EA 3/4IN BOTTOM MTG HOLES,ARK05,3BRACKET   ,2.72
360759,PEP-66-45,PLATE POLE EYE 3/4IN MTG BOLT 21000LB,MAC10,3BRACKET   ,9.79
360760,TB300012005X2,TANGENT FG 10FT 3-5/8 X 4-5/8 CNTR MNT W/ INSERTS RUS 05 GRAY,GEO08,3FIBARMTAN ,241.35
360761,CF694-12R,INSULATOR GUY STRAIN 12IN 21K CLEVIS-CLEVIS/ROLLER,HUG08,3FIBGUYSTN ,0
360762,TAP02CUSTR-03,2 AWG CU 19 STR SD HENDRIX TAP WIRE 750FT NRR TPR COVER,HEN03,3WIRERISER ,0
360780,CREO651W,POLE WOOD 65FT CL 1 CREOSOTE,209,2MFGCREPOL ,13.4
360783,CAP BANK SW 25KV 600KVAR,CAPACITOR BANK SWITCHED 25KV 600KVAR,GEG02,3CAPBANK   ,6909.88
360789,WCY75PB,CONNECTOR WEJTAP 336-795 TO 477-556 W/ SHELL,FCI02,3CONNSHOOT ,0
360790,2GUA072200D220,CAPACITOR 200KVAR 7200V 2 BUSH 95KV BIL,ABB07,3CAPACITOR ,633.23
360796,58L106WC70,CAPACITOR 200KVAR 7200V 2 BUSH 95KV BIL,GEG02,3CAPACITOR ,514.37
360803,75 DV-480/240 3PH PAD,PAD 75 KVA 14400X7200 480 MID TAP 240 3PH W/ TAPS +/- 2.5%,ERM02,3TRANURD3P ,6396.3
360804,IPCS2001,CONNECTOR METER INSULATOR PIERCING INSTALLATION A-2/0-#4 B#10-14,GES02,3CONNMECH  ,0
360810,WP-125-2-A,ARM STREET LIGHT AL 1-1/4IN X 2FT FOR WOOD POLE MOUNTING,SAL09,3LGHTARM   ,29.43
360833,ICS78-1,SPLICE 1/0-1/0 INSULATED,THO05,3CONNCOMP  ,0.45
360843,TR65,SPLICE NEUTRAL 1/0 SEMI-TENSION,THO05,3CONNCOMP  ,1.04
360844,100 DV-240/120 PAD T1,PAD 100 KVA 14400X7200 240/120 1PH TYPE 1/MAXI,GEP01,3TRANURD1P ,3577.78
360871,FP283A-1-180-N-N-N,PHOTOCELL POWEREYE ADAPTER CABLE 15FT,SUN08,3LGHTPE    ,0
360872,1012626,PEDESTAL METER 2 POSITION 200A,DUR03,3SOCKETS   ,0
360876,U5136-0-200S,PEDESTAL METER SINGLE 200A 4T W/200A UQFPH-M-200 MB & 4 CIR LC,MIL07,3SOCKETS   ,554.44
360880,AHD-18D-XGX-XDX-1X,ARRESTER 18KV HD OFF THE POLE  NO GROUND TERMINATION,ALU01,3ARRESTDIS ,74.65
360884,SNG66,SPLICE NEUTRAL #6 SEMI-TENSION,THO05,3CONNCOMP  ,1.03
360888,IGN-2L-14-OP-200/400-J5,HPS STARTER REPLACEMENT 3 LEADS,ACU03,3LGHTPART  ,0
360896,YC28C2,C-TAP 3/0SOL - 4/0STR RUN 1/0SOL - 2/0STR TAP,FCI02,3CONNCOMP  ,5.5
360898,L600N,LUG COMPRESSION 600 2H CU TP,THO05,3CONNCOMP  ,10.72
360899,DLA355,LUG SET SCREW #6-350 2H,CMC01,3CONNMECH  ,0
360899,TSC4-6,ADAPTER TRANS SPADE 6H 3/8IN PLATE,THO05,3CONNURDSE ,37.16
360900,BBLU050D,LUG COMPRESSION 500 2H CU,PEN04,3CONNCOMP  ,8.97
360901,AL4/0NTN,LUG COMPRESSION 4/0 2H AL/ CU TIN PLATED,THO05,3CONNCOMP  ,5.89
360902,10014,CONNECTOR BARREL 500MCM UP TO 35KV,3M002,3CONNCOMP  ,8.41
360903,AL800NTN,LUG COMPRESSION 800MCM 2H AL/CU TIN PLATED,THO05,3CONNCOMP  ,12.78
360905,HDL500NTN,LUG COMPRESSION 500 2H CU HEAVY DUTY TIN PLATED,THO05,3CONNCOMP  ,33.07
360906,AL18,LUG COMPRESSION 266-336ACSR 2 HOLE AL/CU EXTENDED BARREL,THO05,3CONNCOMP  ,8.67
360914,DP10A2,ADAPTER TRANSFORMER 5/8 BOLT TO 1-3/8IN NYLON THREAD 5IN LENGTH,COO02,3PINHDWE   ,8.15
360914,DP1A2,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1-3/8IN LEAD THREAD 5IN LENGTH,ELE05,3PINHDWE   ,21.6
360914,J2841,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1-3/8IN LEAD THREAD 5IN LENGTH,MAC10,3PINHDWE   ,10.04
360921,A6004812-2,VT PACK FOR 480V RATIO 4:1 3PH CITY OF GEORGETOWN SPEC,TST02,3CTVTPT    ,0
360921,SC4726-XL-121-TSTM,SOCKET METER 20A CT RATED PRE-WIRED RL CITY OF GEORGETOWN,MIL07,3SOCKETS   ,0
360922,A6003012,VT PACK FOR 480/277 4 WIRE WYE 2.5:1 12.5VA,TST02,3CTVTPT    ,574.07
360925,AL750NTN,LUG COMPRESSION 750MCM 2H AL/CU TIN PLATED,THO05,3CONNCOMP  ,12.49
360926,TTD0810XF,CONNECTOR INSULATION PIERCING 3/0 - 750 RUN #14 - #10 TAP,SIC02,3CONNCOMP  ,11.76
360931,683-3660-T177 6T,TRANSOCKET 600A 6T 1PH,CIT05,3SOCKETS   ,0
360934,LG3638CA004L,LID PULL BOX 36X72,3-May,3HANDHOLE  ,0
360937,1001585,VAULT 4FT X 8FT X 48IN X 5 BOTTOM W 12 X 12 FRAME GATE DOOR AND TAG PAINTED,OLD03,3XFRMRPAD  ,7277.78
360948,LU250 MOGUL,BULB 250W HPS MOG BASE S50 ET18 CLEAR,HOW02,3LGHTLAMP  ,7.4
360950,4000358C03B,FUSE BAYONET LOAD SENSING 3A,COO02,3FUSE      ,18.52
360950,9F54LFC030,FUSE BAYONET LOAD SENSING 3A (300011-20),ECI02,3FUSE      ,10.92
360951,12525SCAMT1R3FGAR10932,FIXTUREHPS  ROADWAY COBRAHEAD 250W MULTIVOLT,ACU03,3LGHTHID   ,0
360952,9F54LFC080,FUSE BAYONET LOAD SENSING 15A (300011-22),ECI02,3FUSE      ,11.4
360954,9F54LFC120,FUSE BAYONET LOAD SENSING 50A (300011-24),ECI02,3FUSE      ,11.54
360955,9F54MFC140,FUSE BAYONET FAULT/CURRENT SENSING 65A C14 (300010-24),ECI02,3FUSE      ,12.32
360956,4000358C05B,FUSE BAYONET LOAD SENSING 8A,COO02,3FUSE      ,13.61
360960,KLKR10A,FUSE 10A 600V MIDGET FAST ACTING LITTLEFUSE,CIT05,3FUSE      ,10.11
360961,FNM-15,FUSE 15A 250V MIDGET TIME DELAY BUSSMAN,COO02,3FUSE      ,4.6
360961,KLKR15A,FUSE 15A 600V MIDGET FAST ACTING LITTLEFUSE,CIT05,3FUSE      ,10.11
360962,KLKR30A,FUSE 30A 600V MIDGET FAST ACTING LITTLEFUSE,CIT05,3FUSE      ,10.11
360998,5456A-4/0-AL,3M COLD SHRINK IN LINE SPLICE KIT 25/28KV 4/0  AWG - 250KCMIL QSIII,3M002,3TERMINATO ,0
360999,CI-4/0,SPLICE COMPRESSION 4/0 STR FOR MOLDED RUBBER SPLICES,3M002,3CONNCOMP  ,0
361001,5421,SPLICE 1/0 25KV INLINE KIT,3M002,3TERMINATO ,185.98
361002,5452-CI-4/0,SPLICE 25KV 4/0 W/ CONNECTOR,3M002,3TERMINATO ,57.04
361004,35-PURPLE-3/4X66FT,TAPE CODING/PHASING PURPLE 3/4 X 66FT,3M002,3TAPE      ,4.9
361008,88 SUPER 1-1/2X 44FT,TAPE ELECTRICAL 1-1/2IN X 44FT 8.5MIL,3M002,3TAPE      ,7.97
361009,35-YELLOW-3/4X66FT,TAPE CODING/PHASING YELLOW 3/4 X 66FT,3M002,3TAPE      ,4.91
361011,35-RED-3/4X66FT,TAPE CODING/PHASING RED 3/4 X 66FT,3M002,3TAPE      ,4.83
361013,35-BLUE-3/4X66FT,TAPE CODING/PHASING BLUE 3/4 X 66FT,3M002,3TAPE      ,4.97
361016,TCB-3640-OB,BAG SPILL CONTAINMENT TRANSFORMER 75-167 KVA,AND06,3SAFETY    ,89.2
361017,SHOCKDAN/PELIGROSO,LABEL DANGER KEEP OUT! BILINGUAL 11X5IN,209,3SIGNS     ,0
361019,5H898,PAINT AEROSOL SAFETY YELLOW ENAMEL 15OZ,GRA02,3AEROSOL   ,0
361022,8826,BOLT MACHINE GALV 5/8 X 26,CIT05,3BOLTWSHR  ,0
361023,8877,BOLT DOUBLE ARMING GALV 5/8 X 28,POW06,3BOLTWSHR  ,4.09
361024,37-BLACK-1-1/2X66,TAPE ELECTRICAL 1-1/2IN X 66FT,3M002,3TAPE      ,4.54
361026,8509900,BARREL LOCK F LEDLOY,EJB02,3SEALS     ,1.48
361030,8878,BOLT DOUBLE ARMING GALV 5/8 X 30,POW06,3BOLTWSHR  ,5.24
361034,AF8716,BOLT MACHINE GALV 1/2 X 16,ALU01,3BOLTWSHR  ,2.95
361122,GA9040GAA,CONN GA VISE 2 ACSR - 4/0 ACSR,TEC05,3CONNMECH  ,24.83
361126,APC18,CONN GA VISE 336 ACSR - 795 ACSR,RIC06,3CONNMECH  ,43.07
361126,GA9820GAA,CONN GA VISE 336 ACSR - 795 ACSR,TEC05,3CONNMECH  ,70.24
361199,4733R10-E-D2G,SWITCH DISCONNECT 25KV 900A LOADBUSTER,SCE03,3SWITCH1PH ,556.73
361210,5458A-1000-AL,SPLICE 25KV 1000MCM,3M002,3TERMINATO ,425.32
361211,7655-S-4,TERMINATOR COLD SHRINK 500-1000MCM 15KV 250-800MCM 25KV,3M002,3TERMINATO ,182.04
361212,625BTN41TJ,ELBOW 25KV 600A W/TEST POINT W/SK,CIT05,3MLDRUBBER ,0
361212,K656CETP-P0410-DRG,KIT URD T-BODY 25KV 600A 200A 1000MCM TAP AND CAP,THO05,3MLDRUBBER ,390.1
361214,GC-5006,CONNECTOR VISE TYPE BRONZE  HEX HEAD #8-#6,CIT05,3CONNMECH  ,0
361215,GC-5040,CONNECTOR VISE TYPE BRONZE  HEX HEAD #1-4/0,CIT05,3CONNMECH  ,0
361750,8920,BOLT MACHINE GALV 3/4 X 20,MAC10,3BOLTWSHR  ,3.77
361751,4326,PIN XARM GALV 3/4 X 7 X 1-3/8,CIT05,3PINHDWE   ,18.88
361751,P631,PIN XARM GALV 3/4 X 8 X 1-3/8 SHORT SHANK,POW06,3PINHDWE   ,14.48
361752,55-7,INSULATOR PIN J NECK 35KV 55-7 1-3/8IN PORCELAIN (128/PALLET),POW06,3INSULPORC ,20.39
361758,8890,BOLT DOUBLE ARMING GALV 3/4 X 20,POW06,3BOLTWSHR  ,4.02
361763,8897,BOLT DOUBLE ARMING GALV 3/4 X 28,ALU01,3BOLTWSHR  ,9.12
361764,8924,BOLT MACHINE GALV 3/4 X 24,POW06,3BOLTWSHR  ,4.26
361805,RBC-200,CLAMP GUY BONDING 5/8-1 ANCHOR ROD TWINEYE,LIN05,3CONNMECH  ,1.4
361979,CT24BK175-L,TIE ZIP 24IN BLACK 175LB HEAVY DUTY,3M002,3FASTENERS ,0.65
361980,36J150A,"CABLE TIES 7.9"" 50LB STRENGTH BLK (POWER 1ST)PACK 100",CIT05,3WIRETIE   ,0
361982,ELBOW PVC 4X90X48R,ELBOW PVC 4IN 90 DEGREE 48IN RADIUS BE (817088),ATK01,3CONDUFITT ,36.01
361989,3906-TB,"CONNECTOR GROUNDING CLAMP 4 4/0 TO 6"" PIPE",THO05,3CONNMECH  ,0
361990,ELBOW STL 6X90X60R,ELBOW RIGID 6IN 90 DEGREE 60IN RADIUS,ECN01,3CONDUFITT ,547.5
361997,ELBOW STL 4X90X36R,ELBOW RIGID 4IN 90 DEGREE 36IN RADIUS,ECN01,3CONDUFITT ,182.54
361998,ELBOW PVC 4X90X24R,ELBOW PVC 4IN 90 DEGREE 24IN RADIUS BELLED END (864957),ATK01,3CONDUFITT ,27.08
361999,COUPLING PVC 6 LG,COUPLING PVC 6IN LONG LINE W/ CENTER STOP (925116),ATK01,3CONDUFITT ,20.93
361999,END BELL PVC 6,END BELL FOR 6IN PVC (610348),ATK01,3CONDUFITT ,6.83
362000,CONDUIT STL 2,CONDUIT GALV RIGID 2IN X 10FT (2100LB PER LIFT),ATK01,3CONDUPIPE ,12.04
362001,ELBOW STL 3X45X48R,ELBOW RIGID 3IN 45 DEGREE 48IN RADIUS,ECN01,3CONDUPIPE ,154.32
362004,ELBOW STL 3X90X48R,ELBOW RIGID 3IN 90 DEGREE 48IN RADIUS,ATK01,3CONDUFITT ,0
362013,END BELL PVC 3,END BELL FOR 3IN PVC (59680),ATK01,3CONDUFITT ,3.52
362015,ELBOW PVC 1X90XSTDR,ELBOW PVC 1IN 90 DEGREE STANDARD RADIUS BELLED END SCH 40 802754,ATK01,3CONDUFITT ,1.72
362016,ELBOW STL 4X90X48R,ELBOW RIGID 4IN 90 DEGREE 48IN RADIUS,ECN01,3CONDUFITT ,238.15
362017,ELBOW PVC 4X45X48 DB/EB,ELBOW PVC 4IN 45 DEGREE 48IN RADIUS BELLED END DB/EB (924648),WES08,3CONDUFITT ,12.39
362019,RK11517MSCMT1,BALLAST KIT FOR AEL FIXTURE ROADWAY 115,ACU03,3LGHTHID   ,0
362023,71A8473-001D,BALLAST KIT CORE AND COIL 1-400W HPS 120/208/240/277 60HZ,PHI05,3LGHTHID   ,0
362028,"ELBOW PVC 6""X22.5X36R BE",ELBOW PVC 6IN 22.5 DEGREE 36IN RADIUS BELLED END (882795),ATK01,3CONDUFITT ,41.55
362030,HC406,FITTING COMPRESSION 2IN RIFIG CONNECTOR MALLEABLE,THO05,3CONDUFITT ,0
362031,HC408,FITTING COMPRESSION 3IN RIFIG CONNECTOR MALLEABLE,THO05,3CONDUFITT ,0
362032,1218 HUBBELL,"BUSHING GROUNDING 2"" WIRE SIZE #2 STR - 14 SOL",CIT05,3CONDUFITT ,0
362038,S288LLN,SPACER BASE 3IN X 3IN,THO05,3CONDUFITT ,0.79
362039,S289JLN,SPACER INTERMEDIATE 2IN X 3IN,THO05,3CONDUFITT ,0.7
362039,SPACER INTERMEDIATE 2 INCH,SPACER INTERMEDIATE FOR 2IN CONDUIT W/2IN SEPARATION (1521),ATK01,3CONDUFITT ,1.13
362040,ELBOW STL 6X45X36R,ELBOW RIGID 6IN 45 DEGREE 36IN RADIUS,ECN01,3CONDUFITT ,432.1
362041,S289LLN,SPACER INTERMEDIATE 3IN X 3IN,THO05,3CONDUFITT ,0.79
362044,RA14,"CABLE RACK ARM 14""",UND02,3BRACKET   ,41.1
362045,RA20,"ARM RACK 20"" HVY DTY NON-METALLIC FOR CR36B STANCHION",UND02,3BRACKET   ,66.52
362046,HDL LOCKING CLIP,CLIP LOCKING FOR CABLE RACK,UND02,3BRACKET   ,1.73
362047,ELBOW PVC 4X45X24R,ELBOW PVC 4IN 45 DEGREE 24IN RADIUS BELLED END (864375),ATK01,3CONDUFITT ,12.12
362053,S289NLN,SPACER INTERMEDIATE 4IN X 3IN,CAR07,3CONDUFITT ,1.05
362057,J2840Z,ADAPTER TRANSFORMER LEAD 5/8 BOLT TO 1IN NYLON THREAD 5IN LENGTH,MAC10,3PINHDWE   ,9.44
362060,25031,STRAP CONDUIT STEEL 1-1/2IN 2H,HUG08,3CONDUFITT ,0
362061,CONDUIT STL 4,CONDUIT GALV RIGID 4IN X 10FT (GRC4),ATK01,3CONDUPIPE ,34.22
362062,CONDUIT STL 6,CONDUIT GALV RIGID 6IN X 10FT,ATK01,3CONDUPIPE ,87.58
362078,LR6-3.50,GRIP CONDUIT RISER TYPE 4.5-5.5 FOR 6IN CONDUIT,LEW02,3GRIPS     ,63.26
362081,LR4-2.50,GRIP CONDUIT RISER TYPE 2-1/2 - 3-1/2 FOR 4IN CONDUUIT,LEW02,3GRIPS     ,48.1
362084,HAND HOLE COVER SUN CITY,HAND HOLE COVER SUN CITY STREET LIGHT CONCRETE CITY OF GTOWN,CIT05,3LGHTPART  ,0
362089,HC502SS,BOLT HEX CAP 1/2 X 2 STAINLESS STEEL,ALL15,3FASTENERS ,0.61
362091,CC4040,C-TAP 3/0 SOL - 4/0 STR  CU RUN AND TAP,THO05,3CONNCOMP  ,4.22
362095,N5013SS,NUT HEX 1/2IN STAINLESS STEEL,ALL15,3FASTENERS ,0.2
362097,60406 ANCHOR,ANCHOR DROP-IN 1/2-13 STEEL FOR CONCRETE,MIN03,3FASTENERS ,1.42
362101,12 CU SOL THHN YEL 500FT NRR,12 AWG CU SOLID THHN YELLOW 600V 500FT NRR,CME02,3WIRE600VC ,0.21
362102,12 CU SOL THHN WHT 500FT,12 AWG CU SOLID THHN WHITE 600V 500FT NRR,CME02,3WIRE600VC ,0.2
362103,12 CU SOL THHN BLK 500FT NRR,12 AWG CU SOLID THHN BLACK 600V 500FT NRR,CME02,3WIRE600VC ,0.2
362106,12 CU SOL THHN GRN 500FT NRR,12 AWG CU SOLID THHN GREEN 600V 500FT NRR,CME02,3WIRE600VC ,0.21
362110,14 CU STR THHN GRN 500FT NRR,14 AWG CU STR THHN GREEN 500FT NRR,CME02,3WIRE600VC ,0
362111,12 CU SOL THHN BRN 500FT NRR,12 AWG CU SOLID THHN BROWN 600V 500FT NRR,CME02,3WIRE600VC ,0.1
362138,PLUG PVC CONDUIT 6,PLUG PVC 6IN CONDUIT W/ PULL TAB (59657),ATK01,3CONDUFITT ,1.9
362150,1/0 CU STR THHN BLK 500FT NRR,1/0 AWG CU 19 STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,3.26
362154,2 CU STR THHN BLK 500FT NRR,2 AWG CU 19 STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,2.36
362155,4/0 CU STR THHN BLK 500FT NRR,4/0 AWG CU 19 STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,6.36
362170,A1200HS10PG,CHANNEL UNISTRUT 1-5/8 X 1-1/58 GALV 10FT HS,ELL02,3BRACKET   ,3.3
362171,ATR58,ALL THREAD ROD 5/8IN X 10FT GALVANIZED,FAS04,3FASTENERS ,24.08
362172,8563,NUT SQUARE GALV 5/8,MAC10,3BOLTWSHR  ,0.37
362173,SK325I,UNISTRUT RIGID CLAMP 2IN,DEA02,3BRACKET   ,1.14
362175,PS 1100 6,STRAP STRUT 6IN,CIT05,3FASTENERS ,0
362180,N5013HDG,NUT HEX 1/2IN HOT DIPPED GALVANIZED,ALL15,3FASTENERS ,0.07
362226,2702A1,INSERT 25KV FEED-THRU,THO05,3MLDRUBBER ,293.31
362227,CPG27LD-200A-125-CB-10KA,CUTOUT LOADBREAK 27KV 200A HD 125 BIL W/ PG CONN & BRKT 10KAIC,ALU01,3CUTOUTPRC ,165.7
362451,2064,CLEANER DEGREASER CABLE NON-CHLOR 20OZ AEROSOL,CRC01,3CLEANER   ,25.63
363401,92350-001,CURRENT TRANSFORMER 600V 200:5 OVH ITRON TYPE R6SA,TEX143,3CTVTPT    ,88.89
363456,10-091,WAX HOT STICK AND BOOM 14OZ,HAS02,3TOOL      ,22.73
364074,A7551,HUB METER SOCKET SMALL CLOSING PLATE,MIL07,3SOCKETS   ,3.38
364100,DST-0350,TIE DOUBLE SUPPORT J NECK  #4 .245 - .277 14IN ORANGE,PRE12,3FMDWIRE   ,13.66
364101,UTJ-1310,TIE DISTRIBUTION J NECK 336.4 18/1 336.4 & 397.5 19STR .666 - .755 33IN BROWN,PRE12,3FMDWIRE   ,7.95
364108,UTJ-1313,TIE DISTRIBUTION J NECK 795 .969 - 1.096 39IN GREEN,PRE12,3FMDWIRE   ,9.16
364110,SPL1352P,TIE SPOOL #4 .245 - .277 19IN ORANGE,PRE12,3FMDWIRE   ,2.6
364112,DBST-1311,TIE DOUBLE SIDE J NECK  795 .969 - 1.096 23IN GREEN,PRE12,3FMDWIRE   ,14.54
364113,SPL1360P,TIE SPOOL 336 .666 - .755 25IN BROWN,PRE12,3FMDWIRE   ,4.96
364114,DST0361,TIE DOUBLE SUPPORT J NECK  795 .969 - 1.096 23IN GREEN,PRE12,3FMDWIRE   ,25.97
364120,STJ1505P,TIE SIDE J NECK  1/0 .358 - .405 26IN YELLOW,PRE12,3FMDWIRE   ,6.21
364125,DBST1303 TIE DOUBLE SIDE,TIE DOUBLE SIDE J NECK  1/0 .358 - .405 21IN YELLOW,PRE12,3FMDWIRE   ,7.61
364126,DBST-1308,TIE DOUBLE SIDE J NECK  336 .666 - .755 25IN BROWN,PRE12,3FMDWIRE   ,12.38
364130,DST0353 TIE DOUBLE SUPT,TIE DOUBLE SUPPORT J NECK  1/0 .358 - .405 15IN YELLOW,PRE12,3FMDWIRE   ,15.31
364131,DST0357,TIE DOUBLE SUPPORT J NECK  336 .589  - .665 18IN PURPLE,PRE12,3FMDWIRE   ,26.35
364131,DST0358,TIE DOUBLE SUPPORT J NECK  336 .666 - .755 19IN BROWN,PRE12,3FMDWIRE   ,21.23
366901,ZFCWM000000,METER FOCUS RS2 FM 2S CL200 240V CITY OF GTOWN,CIT05,3METER     ,0
366912,ZD3310P8082,METER A3TL W/ EA LAN 16S CLASS 200A,LEI02,3METER     ,274.07
366913,ZD3310P8202,METER FOCUS A3TL FM 16S (15S) CL200 120-480V CITY OF GTOWN,CIT05,3METER     ,0
366914,ZD2200P8082,METER FOCUS A3TL FM 35S CL20 120-480V CITY OF GTOWN,CIT05,3METER     ,0
366918,ZHCW4A00004-ZN11407,METER REXU 2S CL200 WITH EA_LAN INTERFACE AND REMOTE DISCONNECT,CIT05,3METER     ,0
366923,ZHC44000004,METER FOCUS RU FM 2S CL320 240V CITY OF GTOWN,CIT05,3METER     ,0
366927,ZF5WK000000,METER FOCUS RS2 FM 12S CL200 120V CITY OF GTOWN,CIT05,3METER     ,0
366928,ZD5310P8082,METER A3TL W/ EA LAN 12S CLASS 200A,LEI02,3METER     ,274.07
366932,EJPA,PADLOCK ADAPTER ECLIPSE JR. KIT FOR METERS (HAMMOND MFG) BUL10264,CIT05,3METER     ,0
366935,EAC0M07DM85,METER EA MODULAR GATEKEEPER W/ REMOTE ANT READY ETHERNET BATTERY POLYCARB NENMX,209,3METER     ,5555.56
366940,ZD3310P80L4,METER FOCUS A3RL FM 16S(15S) CL200 120-480V CITY OF GTOWN,CIT05,3METER     ,0
366941,ZD3410P80L4,METER FOCUS A3RL FM 16S(15S) CL320 120-480V CITY OF GTOWN,CIT05,3METER     ,0
369030,5503613-2,ST CONNECTOR KIT SIMPLEX SINGLEMODE OPTIMATE YELLOW,TYC02,3FIBERMISC ,0
RISER 4/0 STR CU 500FT NRR,RISER 4/0 STR CU 500FT NRR,4/0  CU 19 STR XLP RISER 500FT NRR,NEH02,3WIRERISER ,5.75
360552,9114S,BRACKET XFMR SECONDARY LEAD W/ ANSI 53-2 INSULATOR & CLAMP,ARK05,3BRACKET   ,14.84
360270,UT-H4233A,SOCKET METER 200A 1P ST,DUR03,3SOCKETS   ,0
360319,HGSE020,LUG TRANSFORMER GROUND 8 SOL - 2/0 STR 2 WAY BASKET,PEN04,3CONNMECH  ,6.59
360442,U1080SYB-120-2,"LABEL LETTER-1IN TALL '2""  YELLOW ON BLACK SHEET",UTI05,3SIGNS     ,0
360049,RUTGERS 1000FT NRR,350 MCM AL 37STR XLP USE-2 1 COND 1000FT 32X24 NRR,CME02,3WIREUDSEC ,0.9
360274,CMW58,LOCKWASHER DOUBLE COIL FOR 5/8 BOLT,CIT05,3BOLTWSHR  ,0
361765,XDB144G12242,DEADEND FG 12FT 7-1/2 X 4,SHA10,3FIBARMDE  ,0
361018,TFS-085-HD,SACK TRANSFORMER 46X36X30 FOR PDMT,AND06,3SAFETY    ,185.32
360203,WCY56,CONNECTOR WEJTAP 397.5-4/0 TO 397.5-4/0,FCI02,3CONNSHOOT ,22
360728,"U-GUARD 36"" X 16"" VENT BOOT","BOOT RISER VENT 6 U-GUARD 36"" X 16""",CIT05,3UGUARD    ,0
361601,3 DV-120/240 2B,CONV 3 KVA 14400X7200 120/240 2 BUSHING W/TAPS,GEP01,3TRANOH    ,793.83
362174,SK645I,UNISTRUT RIGID CLAMP 4IN,DEA02,3BRACKET   ,0
361980,775464,TIE ZIP 7.6IN 50LB RATED BLACK (100/PACK),FAS04,3FASTENERS ,0.26
362142,COUPLING PVC 6,COUPLING PVC 6IN (59612),ATK01,3CONDUFITT ,6
360134,8876,BOLT DOUBLE ARMING GALV 5/8 X 26 J8876,MAC10,3BOLTWSHR  ,6.54
360401,12 CU STR THHN BLK 500FT NRR,12 AWG CU STR THHN BLK 600V 500FT NRR,CME02,3WIRE600VC ,0.23
360720,BKPLPE5,BACK PLATE FOR U GUARD STANDARD 5IN X 10FT,ELE15,3UGUARD    ,5.33
360052,500 25KV CU 1C EPR 1/3N 2500,500 25KV CU STR EPR 260MIL 1/3N NRR,CME02,3WIREMV    ,12.72
360382,11510SCAMT1R3FGRFD54130,FIXTURE ROADWAY COBRAHEAD 100W HPS MULTI-TAP FOREST GREEN,ACU03,3LGHTHID   ,0
360193,WR159,H-TAP #2-#6 RUN & TAP,THO05,3CONNCOMP  ,0.5
361006,35-GREY-3/4X66FT,TAPE CODING/PHASING GREY 3/4 X 66FT,ARK05,3TAPE      ,4.87
360047,77-3INX20FT,TAPE ELECTRICAL 3INX20FT BLK,3M002,3TAPE      ,29.5
360461,STK4A,STRAP KIT 4IN,ALU01,3BRACKET   ,6.25
360085,2000 DV-480/277 3PH PAD,PAD 2000 KVA 14400X7200 480/277 3PH W/ TAPS +/- 2.5%,GEP01,3TRANURD3P ,69272.84
360752,IDB096G12242AE,DEADEND FG 8FT 4X 6 2 WIRE 8FT GRAY,CIT05,3FIBARMDE  ,0
362097,RL-12,ANCHOR DROP-IN 1/2-13 X 2IN NO FLANGE,ALL15,3FASTENERS ,0.85
362096,755054,LOCKWASHER SPLIT STAINLESS STEEL 1/2,ALL15,3FASTENERS ,0.35
361015,TFS-055 ES,"SACK TRANSFORMER 25"" X 56"" ORANGE POLE MOUNT EXTREME SAC",AND06,3SAFETY    ,79.1
360953,9F54LFC100,FUSE BAYONET LOAD SENSING 25A (300011-23),ECI02,3FUSE      ,11.62
360241,AAC301,CLAMP ANGLE #4 - 397.5  .23IN - .75IN,ARK05,3DESHOES   ,24.91
360884,PNK44,SPLICE NEUTRAL #6 ALUM ACSR,CIT05,3CONNCOMP  ,2.4
361005,35-BROWN-3/4X66FT,TAPE CODING/PHASING BROWN 3/4 X 66FT,3M002,3TAPE      ,4.82
360750,455 HUBBELL,"CLEVIS DEADEND W/ 5/8 PIN FOR GUYS 11/16X13/16"" MOUNT BOLT HOLE",CIT05,3CLEVIS    ,0
360093,25 DV-277/480 2B ARR,CONV 25 KVA 14400X7200 277/480 2 BUSHING W/ 18KV ARRESTER,GEP01,3TRANOH    ,1225.1
360523,UT-H7339U,SOCKET METER 320A 7T OH/UG DUAL 350MCM LUGS,DUR03,3SOCKETS   ,298.39
364000,1TPRI0400,FAULT INDICATOR UG TEST POINT 25KV 200A,SCH08,3FAULTIND  ,0
360037,7652-S-4-1/0-GUS,TERMINATOR COLD SHRINK 15/25KV 1/0 CONNECTOR W/ BRKT & RISER BOOT,3M002,3TERMINATO ,0
362160,350 CU STR THHN 500FT,350 MCM CU 37STR THHN 600V BLACK 500FT NRR,CME02,3WIRE600VC ,8.26
366911,ZD3210P8082,METER FOCUS A3TL FM 9S (8S) CL20 120-480 CITY OF GTOWN,CIT05,3METER     ,0
360279,U7040-RL-TG,SOCKET METER 200A 4T OH/UG SMALL HUB OPENING & TRIPLEX GROUND,MIL07,3SOCKETS   ,47.93
360168,CA2200,BREAKER CIRCUIT 200A 2 POLE 240 VAC (CUTLER-HAMMER),CIT05,3SOCKETS   ,0
