360579,BC-GTOWN-T6,TAG DECAL POLE XFMR ID NUMBER SERIALIZED,CIT05,3SIGNS     ,1,1.49
366920,ZHCW4A00014,METER 2S CL200 240V TYPE RUD,LEI02,3METER     ,300,25.93
360351,6813,WASHER SQUARE FLAT GALV 2-1/4 X 3/16 FOR 5/8 BOLT,ARK05,3BOLTWSHR  ,14,.82
360097,100 DV-277/480 2B,CONV 100 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,63,3687.65
360586,FGS16-18CR,INSULATOR GUY STRAIN 18IN 16K CLEVIS-CLEVIS/ROLLER,ALU01,3FIBGUYSTN ,92,17.99
360422,NERITINA 500FT COIL,1/0 AWG AL TRIPLEX ACSR NEU 500FT COIL,CME02,3WIREOHSEC ,238,1.49
366917,ZD8200P8082,METER FOCUS A3TL  FM 36S CL200 240V CITY OF GTOWN,CIT05,3METER     ,7,.00
360611,DS-25M,INSULATOR DEADEND SUSPENSION POLYMER 27KV,MAC10,3INSULDE   ,14,14.96
360615,360615-ZN11407,STREETLIGHT ARM FOR WOOD POLE 1.25"X10,CIT05,3LGHTARM   ,1,.00
360841,50 DV-240/120 PAD T1,PAD 50 KVA 14400X7200 240/120 1PH TYPE I,GEP01,3TRANURD1P ,63,2231.54
362089,P4001,BOLT HEX CAP 1/2 X 2 STAINLESS STEEL,ALL15,3FASTENERS ,30,.66
360957,SLK-2,DISCONNECT FLOODSEAL FUSED FITS #4-#2 600V 30AMP,THO05,3CONNURDSE ,6,15.96
360703,BRD6-500SLTSXB,CONNECTOR SUBMERSIBLE 12-500MCM 6 PORT W/ SL PORT AND INHIBITOR,CMC01,3CONNURDSE ,7,41.43
360456,U1080SYB-120-B,LABEL LETTER-1IN TALL 'B"  YELLOW ON BLACK,UTI05,3SIGNS     ,7,6.40
360411,642,WIPE MULTI-PURPOSE ORANGE PEEL CLEANING  - BUCKET,CIT05,3CLEANER   ,1,51.23
360279,RS202N,SOCKET METER 200A 4T OH RL W/ 2" HUB,DUR02,3SOCKETS   ,7,.00
363455,10-169,CLEANER ALL PURPOSE 1 GAL BOTTLE PRE MIXED,HAS02,3CLEANER   ,14,31.48
360315,C206-0283,BRACKET XARM FOR ARRESTER OR CUTOUT,ARK05,3BRACKET   ,21,7.52
361025,8730019,RING METER CLICK W/BUILT IN SS BARREL LOCK W/WEATHER SEAL,EJB02,3SOCKETS   ,34,16.62
360244,81880,DUCT SEAL 1LB BAG,THO05,3TOOL      ,7,2.91
361010,TAPE PULL 2500LB,TAPE PULL 2500LB (EA 1 = 3000FT REEL) W/PRINTED SEQUENTIAL FOOTAGE,NEP02,3TOOL      ,26,143.74
360035,5457A-500-CU,TERMINATOR COLD SHRINK 25/28 KV 500 MCM SPLICE KIT,3M002,3TERMINATO ,7,377.43
360385,360385-ZN11407,ATBMFMVOLTR3XLP5A0NLRFD204078 FIXTUREROADWAY130WADJUSTABLELEDMULTIVOLTFORESTGRNW/PHOTOC,ACU03,3LGHTLED   ,70,.00
360531,PC1730BA18,BOX POLY/CONCRETE 17X30X18 TAPERED WALL W/ LID,CIT05,3PEDESTAL  ,1,281.83
366918,ZHCW4A00004,METER REXU 2S CL200 WITH EA_LAN INTERFACE AND REMOTE DISCONNECT,LEI02,3METER     ,112,156.95
360702,VAUL100012BN,LUG COMPRESSION 1000MCM AL/CU 2H,ARK05,3CONNCOMP  ,280,9.36
360604,10 DV-120/240 2B,CONV 10 KVA 14400X7200 120/240 2 BUSHING,GEP01,3TRANOH    ,63,908.25
360399,GROUND ROD 5/8 X 8 13 MIL,GROUND ROD 5/8IN X 8FT CU 13MIL,ERI02,3GRROD     ,126,20.28
364111,SPL1355P,TIE SPOOL 1/0 .358 - .405 26IN YELLOW,PRE12,3FMDWIRE   ,77,3.19
360036,J9283-3/78,J9283-3/78 PSC TERM HOUSING 25,GWE02,3BRACKET   ,77,408.59
360017,4/0 25KV AL 1C TRXLP 1/3N 2500,4/0 25KV AL STR TRXLP 260MIL 1/3N 2500FT NRR,CME02,3WIREMV    ,363,3.58
360409,NS127B,PHOTOCELL 105-305V 1000W D2D LONG LIFE FOR LED FIXTURES BLK,NIG02,3LGHTPE    ,76,12.96
360089,50 DV-120/240 2B,CONV 50 KVA 14400X7200 120/240 2 BUSHING,GEP01,3TRANOH    ,63,1566.46
362014,CONDUIT STL 3,CONDUIT GALV RIGID 3IN X 10FT,ATK01,3CONDUPIPE ,147,21.85
360304,GL411,SPLICE AUTO 336.4 18/1 ACSR 336.4 & 397.5  AAC 394.5 AAAC,ARK05,3CONNAUTO  ,42,28.68
360273,AF175,LOCKWASHER SPRING DOUBLE COIL HDG FOR 3/8" BOLT,ALU01,3BOLTWSHR  ,168,.11
366915,ZDA210P8084,METER FOCUS A3TLN FM 3S CL20 120-480V CITY OF GTOWN,CIT05,3METER     ,7,.00
360208,1-602121-3,SHOOT ON TAP 795 - #4,TYC02,3CONNSHOOT ,36,37.54
360716,API-16X28-WBST-CD,PEDESTAL LDPE WIDE BASE GREEN 3PH W/ 4 CONNECTORS,ADV07,3PEDESTAL  ,42,587.93
360687,ES6W8W,INSULINK #8-10 AL/CU INS SLEEVE GREEN,ARK05,3CONNCOMP  ,60,.22
360396,CONDUIT PVC 4X20,CONDUIT PVC 4IN X 20FT SCH 40 LONG BELL (8516),ATK01,3CONDUPIPE ,42,7.94
360010,SL-5,GREASE SILICONE 5.3 OZ TUBE (FOR RUBBER GOODS),THO05,3TERMINATO ,14,9.89
361578,GG1525,GUARD WILDLIFE ELECTROSTATIC FOR OH BUSHING/ARRESTER FOR 1.5-2.5 NECK,3M002,3WILDLIFE  ,15,13.27
361759,8922,BOLT MACHINE GALV 3/4 X 22,POW06,3BOLTWSHR  ,49,5.25
362066,CF4040-1,H-TAP CU 2/0 STR TO 2/0 STR,ELE05,3CONNCOMP  ,14,6.24
366917,ZD8200P8082-ZN11407,METER FOCUS A3TL  FM 36S CL200 240V CITY OF GTOWN,CIT05,3METER     ,7,.00
360129,5368,ROD ANCHOR 1 X 8 TWINEYE,ELE05,3ANCHORROD ,21,61.86
360752,DA2002096E2B7X2,DEADEND FG 8FT 3-5/8 X 4-5/8 8K/PH 2 WIRE PUPI 8FT DRILL GRAY NO INSERTS,GEO08,3FIBARMDE  ,224,236.62
360059,PVI43-3S-1L,SWITCHGEAR PADMOUNT 27KV,GWE02,3SWITCHURD ,112,50271.30
362085,362085,SCREW STREETLIGHT POLE,CIT05,3BOLTWSHR  ,1,.62
360110,PS2355,BRACKET SECONDARY RACK EXTENSION  6IN,CIT05,3BRACKET   ,1,12.48
362228,KE1079B,GUARD WILDLIFE 27KV CUTOUT LOADBREAK GREY,KAD01,3WILDLIFE  ,35,61.21
362017,ELBOW PVC 4X45X18,ELBOW PVC 4IN 45 DEGREE 18IN RADIUSBELL END SCH40,ATK01,3CONDUFITT ,91,31.58
E00006,29-6114-000,FAULT INDICATOR UNDERGROUND,POW08,3FAULTIND  ,46,200.39
360103,100 DV-240/480 2B,CONV 100 KVA 14400X7200 240/480 2 BUSHING,ERM02,3TRANOH    ,64,2245.68
360342,92352-019,CURRENT TRANSFORMER 600:5 WINDOW TYPE ITRON R6M LOW BASE,PRI15,3CTVTPT    ,7,98.77
360932,683-3660-T177,TRANSOCKET 600A 1PH,BRO20,3SOCKETS   ,60,.00
360305,FL8-30,LINK FIGURE-8 30K LB ULTIMATE STRENGTH,LIN05,3BOLTWSHR  ,14,5.02
360730,END BELL PVC 5,END BELL FOR 5IN PVC (59683),ATK01,3CONDUFITT ,22,8.73
360303,GL111,SPLICE AUTO CU #6 SOL FULL TENSION,ARK05,3CONNAUTO  ,8,4.72
360064,100 DV-240/120 PAD,PAD 100 KVA 14400X7200 240/120 1PH,GEP01,3TRANURD1P ,63,3608.06
366927,ZF5WK000000-ZN11407,METER FOCUS RS2 FM 12S CL200 120V CITY OF GTOWN,CIT05,3METER     ,1,.00
360208,602121-8,SHOOT ON TAP 795-4/0,TYC02,3CONNSHOOT ,49,29.72
360403,TB502SS,BOLT HEX CAP 1/2 X 2 STAINLESS STEEL,ALL15,3FASTENERS ,16,.61
360016,1/0 25KV AL 1C TRXLP FCN 2500,1/0 25KV AL STR TRXLP 260MIL FCN 2500FT NRR,CME02,3WIREMV    ,384,4.05
360522,UTH4339UCH,SOCKET METER 320A 4T OH/UG,EAT02,3SOCKETS   ,14,380.01
360297,GL406A,SPLICE AUTO 1/0,ELE05,3CONNAUTO  ,14,9.63
360334,750X133331,CURRENT TRANSFORMER 600V 200:5 JAK-OC W/LBP PRI BAR,GEG02,3CTVTPT    ,260,130.32
360395,CONDUIT PVC 3X20,CONDUIT PVC 3IN X 20FT SCH 40 LONG BELL (8512) (1760'/LIFT),ATK01,3CONDUPIPE ,42,6.03
360359,SPRAM45-386F-40PI-ZN11407,SWITCHGEAR PADMOUNTED LOADBREAK 27KV,GWE02,3SWITCHURD ,112,.00
360402,GPRT-350-4P-C,CONNECTOR AL BAR 4 POS 12-350MCM WATER TIGHT EPDM CLR BACK,TYC02,3CONNURDSE ,75,52.17
366934,7S40K0G001,METER EA REPEATER STD ENC 120VAC INT ANT WITH MOUNT KIT,209,3METER     ,7,250.62
360753,XDB120G12482,DEADEND FG 10FT 7-1/2 X 4,SHA10,3FIBARMDE  ,210,.00
360130,5307,ROD ANCHOR 1/2 X 7 THIMBLEYE,ARK05,3ANCHORROD ,60,12.33
361125,GA9842GAA,CONNECTOR VISE TYPE AL 6SOL - 795STR,TEC05,3CONNMECH  ,38,20.66
360554,TB200009604X2,TANGENT FG 8FT 3-5/8 X 4-5/8 CNTR MNT W/ INSERTS RUS 04 GRAY,GEO08,3FIBARMTAN ,224,147.10
360831,ES25R4W,SLEEVE 1/0 - #6 INSULATED AL/CU,FCI02,3CONNCOMP  ,34,.33
360004,500 CU STR XLP USE 500FT NRR,500 MCM CU 37STR XLP USE-2/RHH/RHW-2 BLK 600V 500FT,SER02,3WIRE600VC ,35,14.30
361124,GA9401GAA,CLAMP GROUND VISE TYPE ALUMINUM 6SOL - 336STR .502 - .741 RUN .162 - .593 TAP,TEC05,3CONNMECH  ,28,24.70
360886,SNG00,SPLICE NEUTRAL 1/0 SEMI-TENSION,THO05,3CONNCOMP  ,14,1.05
360091,100 DV-120/240 2B SPD,CONV 100 KVA 14400X7200 120/240 2 BUSHING W/ 4H SPADES,GEP01,3TRANOH    ,63,2747.63
360318,TLS62TP,TERMINAL EYEBOLT 1/0-500 1/4IN BAR TINNED,WOO01,3CONNMECH  ,7,17.36
360165,3MW-24M-LAB NO BOX,BRACKET TRANSFORMER MTG (3) 3 -50KVA WING CLUSTER W/ LIFING EYE & A&B BOLT PACKS,ALU01,3BRACKET   ,36,199.51
361803,DUR103,PHOTOCELL 120V - 480V W/ L SHAPE BRACKET,ACU03,3LGHTPE    ,7,12.31
360264,51030,FUSE FIT ALL TYPE T 30A,COO02,3FUSE      ,63,4.19
360409,DLL1271.5J50,PHOTOCELL 120-277VAC 1000 LED RATED LONG LIFE,SUN08,3LGHTPE    ,150,.00
360299,E8182053P-ZN11407,SWITCH AIRBREAK HANDLE EXTENSION LINK GALV  BOLT AR11P PIPE HDWR,CIT05,3SWITCH3PH ,1,.00
360203,602007,SHOOT ON TAP 336.4 - 336.4,TYC02,3CONNSHOOT ,33,16.28
360271,U4518-XL-TG-5TW,TERMINAL BOX 5 TERMINALS SMALL CLOSING PLATE TRIPLEX GRD 5TH WIRE INSTALLED,MIL07,3SOCKETS   ,372,.00
360452,U1080SYB-120-6,LABEL LETTER-1IN TALL '6"  YELLOW ON BLACK SHEET,UTI05,3SIGNS     ,7,6.40
364109,MG-0154,LINE GUARD 795 BROWN,PRE12,3FMDWIRE   ,14,33.51
360508,360508-ZN11407,SEL-07340N9F3D3626E8G6G3C0008 ADVANCED METERING SYSTEM 734#0102,SCH08,3RELAYCTRL ,200,.00
360581,PS1.2-1,LABEL LETTER-"1"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360277,UC7532-RL-441,SOCKET METER 20A 6T W/HUB OPENING PRE-WIRE TS06-0658 CITY OF GEORGETOWN,MIL07,3METER     ,372,.00
360554,STB096N12602,DEADEND FG 8FT 3-1/2 X 4-1/2,SHA10,3FIBARMDE  ,210,246.35
360076,75 DV-480/277 3PH PAD,PAD 75 KVA 14400X7200 480/277 3PH,ERM02,3TRANURD3P ,224,12076.54
361804,RBC-600,CLAMP GUY BONDING 5/8-1 TWINEYE PISA,LIN05,3CONNMECH  ,14,3.19
360693,U1N46,SPLICE #4-#6 INSULATED,THO05,3CONNCOMP  ,35,.65
360100,EZC6500SLC,CONNECTOR TRANSFORMER SEC 6 PORT #6-500MCM 5/8 OR 1 STUD ST LIGHT INHIBITOR W/ CLEAR BOOT,THO05,3CONNURDSE ,20,23.88
362036,31145,WIREHOLDER 3IN GALV. SCREW THREADS PORCELAIN,CIT05,3BRACKET   ,1,6.02
360068,112.5 DV-208/120 3PH PAD,PAD 112.5 KVA 14400X7200 208/120 3PH W/ TAPS +/- 2.5%,GEP01,3TRANURD3P ,63,8358.02
360382,11510SCAMT1R3FGRFD54130ZN11407,FIXTURE ROADWAY COBRAHEAD 100W HPS MULTI-TAP FOREST GREEN,ACU03,3LGHTHID   ,70,.00
360885,AHD-18D-2GD-1X1-1D-B,ARRESTER 18KV HD POLYMER TANK MOUNT W/ CAP/ MTG HDWR & GRD STRAP,ALU01,3ARRESTDIS ,42,76.86
362080,LR3-1.62,GRIP CONDUIT RISER TYPE 1-5/8 - 2-1/2 FOR 3IN CONDUIT,LEW02,3GRIPS     ,14,43.99
360086,2500 DV-480/277 3PH PAD,PAD 2500 KVA 14400X7200 480/277 3PH W/ TAPS +/- 5%,ERM02,3TRANURD3P ,224,51946.91
360453,0800,FUSE HOLDER PAD MOUNT,SOL02,3FUSE      ,7,27.16
360187,WR139,H-TAP #4 - 1/0 RUN #8 - #14 TAP (STREETLIGHT),THO05,3CONNCOMP  ,32,.64
360041,AM304822262,ENCLOSURE SECTIONALIZING 3PH 22D X 48W X 30H 25KV RATING,DUR03,3STEELENCL ,70,623.85
360413,51001,FUSE FIT ALL TYPE T 1A,COO02,3FUSE      ,63,5.15
362016,ELBOW STL 4 X 90 X 48R,ELBOW RIGID 4IN 90 DEGREE 48IN RADIUS,ECN01,3CONDUFITT ,14,243.87
360951,DX124-12A,PHOTOCELL 120V STD ARRESTER & COATED CELL,ACU03,3LGHTPE    ,14,5.67
362043,CR24B,CABLE RACK 24",UND02,3BRACKET   ,7,52.72
362033,1292RAC,BUSHING GROUNDING 2" WIRE SIZE #1/0 STR - 14 SOL,CIT05,3CONDUFITT ,1,8.21
360229,GDE1107,GRIP DEAD END GUY 3/8 35IN ORANGE,PRE12,3FMDWIRE   ,105,3.01
360174,C1520P,CLAMP HOTLINE BRONZE 8 - 2/0 RUN 8 - 2/0 TAP TIN PLATED,MAC10,3HOTLINE   ,56,12.20
361995,ADAPTER 6 FEMALE PVC,ADAPTER 6IN FEMALE PVC (59641),ATK01,3CONDUFITT ,122,11.69
360538,BASOCL6-12FW,BRACKET CONDUIT STAND-OFF 6IN W/ 12IN FOUR WAY T SLOT,BAR04,3BRACKET   ,7,59.15
360796,RK115-10S-XH-MT1,LIGHT STREET BALLAST KIT 100W HPS,ACU03,3LGHTPART  ,7,105.40
360906,SA300N,LUG COMPRESSION 300MCM 2H AL/CU,THO05,3CONNCOMP  ,91,5.57
360199,CFS44-1,H-TAP #4-#6 SOL RUN #4-#8 SOL,THO05,3CONNCOMP  ,14,2.27
360167,CA2125,BREAKER CIRCUIT 125A 2 POLE 240 VAC (CUTLER-HAMMER),CIT05,3SOCKETS   ,1,410.19
362092,07420,BOLT ANCHOR 1/2 X 2-3/4 CARBON STEEL (AT1223),CIT05,3FASTENERS ,1,.43
361600,1.5 DV-120/240 2B,CONV 1.5 KVA 14400X7200 120/240 2 BUSHING,ERM02,3TRANOH    ,14,635.80
361920,METER KIT W/ KYZ-ZN 11407,METER KIT W/ KYZ NO REORDER W/ WIRE CONNECTORS  AND BOARD,CIT05,3METER     ,1,.00
360223,J203Z,PIN XARM GALV 5/8 X 5 X 1 NYLON 5-3/4IN SHANK,MAC10,3PINHDWE   ,70,5.57
361079,5058103,AIR FLOW SPOILER .564-.76 336MCM LENGTH 14.5 FT YELLOW,PRE12,3FIBERMISC ,18,35.54
360511,SEL-C556-040,CABLE 40 FT,SCH08,3RELAYCTRL ,7,793.36
360345,750X120001,CURRENT TRANSFORMER 10KVBIL 800:5 TYPE JAD-0C,GEG02,3CTVTPT    ,250,.00
360230,RS900G-HI-D-2SC25-XX,SWITCH ETHERNET 10 PORT RUGGEDCOM 110V,SIE02,3RELAYCTRL ,200,.00
362079,U-450-SWB-SW,GRIP CABLE 4-1/2 - 5-1/2 1000LB WK LOAD 6000 LBS,LEW02,3GRIPS     ,7,51.07
360485,VANGUARD 3000,ROUTER CELLULAR MULTI-CARRIER,CIT05,3AMI       ,7,.00
360334,750X133331-ZN11407,CURRENT TRANSFORMER 600V 200:5 JAK-OC W/LBP PRI BAR,DUR03,3CTVTPT    ,275,.00
360852,SNG44,SPLICE NEUTRAL #4 SEMI-TENSION,THO05,3CONNCOMP  ,14,1.13
362108,14 CU STR THHN RED 500FT NRR,14 AWG CU STR THHN RED 500FT NRR,HOU03,3WIRE600VC ,14,.21
360403,PSHB120200,BOLT MACHINE 1/2 X 1IN,ARK05,3BOLTWSHR  ,7,.58
360647,COS0600ABB,CURRENT TRANSFORMER SECONDARY 0.15 ACCURACY 600:5 COS-6 LOW BASEPLATE W/ BAR,TEX143,3CTVTPT    ,14,.00
362176,SK485I,UNISTRUT RIGID CLAMP 3IN 1 PC,DEA02,3BRACKET   ,7,1.27
360377,POLE ANTIQUE GREEN10FT-ZN11407,POLE ANTIQUE GREEN 10FT CAST ALUMINUM 17IN BASE NORTH YORKSHIRE,CIT05,3POLELGHT  ,1,.00
360945,683-3660-T195,SOCKET METER TRANS SOCKET 800A 13T CITY OF GEORGETOWN SPEC,TEX143,3SOCKETS   ,224,2497.14
360183,CTB-8,INHIBITOR OXIDE 8OZ SQUEEZE BOTTLE,THO05,3LUBRICANT ,14,22.58
360629,F1CA-MV-A18-C4-H3,STANDOFF FG CUTOUT/ARRESTER 18IN 15 DEG JUMP PROOF GAIN 3 POS 4 HOLE  1.5IN ROD W/3 BOLTS AE,ALU01,3FIBBRKTS  ,182,30.86
362041,SPACER INTERMEDIATE 3 INCH,SPACER INTERMEDIATE FOR 3IN CONDUIT W/2IN SEPARATION (1581),ATK01,3CONDUFITT ,84,.94
360154,310046-27,BOLT PENTA 1/2 X 3 BRONZE XLSHAFT,ERM02,3FASTENERS ,7,8.22
360332,SUNYYK2.5NB4,LABEL LETTER-C 2.5IN TALL '4"  YELLOW ON BLACK HIGHLY REFLECTIVE,ELE01,3SIGNS     ,7,9.11
360958,UB214,H-TAP #2-#6 STR RUN #8-#14 TAP (STREETLIGHT),THO05,3CONNCOMP  ,18,.42
362137,PLUG PVC CONDUIT 4,PLUG PVC 4IN CONDUIT W/ PULL TAB (59655),ATK01,3CONDUFITT ,10,2.06
360083,1000 DV-480/277 3PH PAD,PAD 1000 KVA 14400X7200 480/277 3PH,ERM02,3TRANURD3P ,233,26548.14
360066,WPBBN-BOX25,SHELL WEJ TAP CARTRIDGE BLUE,FCI02,3CONNSHOOT ,14,3.54
362070,625J3U,JUNCTION 25KV 3  POINT 600A DEADBREAK W/STRAP,CIT05,3MLDRUBBER ,1,225.90
360266,51050,FUSE FIT ALL TYPE T 50A,COO02,3FUSE      ,63,4.47
360099,25 DV-240/480 2B,CONV 25 KVA 14400X7200 240/480 2 BUSHING,GEP01,3TRANOH    ,63,1099.59
360739,CTS4,SPLICE COMPRESSION #4 SOL CU FULL TENSION,THO05,3CONNCOMP  ,7,6.16
360267,51065,FUSE FIT ALL TYPE T 65A,COO02,3FUSE      ,63,7.21
360547,AR0128,ARMOR ROD 336 18/1 .656 - .679  66IN BROWN,PRE12,3FMDWIRE   ,14,20.09
366910,ZDC210P8082-ZN11407,METER FOCUS A3TL FM 4S CL20 120-480V CITY OF GTOWN,CIT05,3METER     ,1,.00
360009,274FT,FEED-THRU LOADBREAK 25KV 200A,THO05,3MLDRUBBER ,210,160.66
363401,92350-001-ZN11407,CURRENT TRANSFORMER 600V 200:5 OVH ITRON TYPE R6SA,GEG02,3CTVTPT    ,250,.00
360885,ARP-18D-2GB-1X1-1X,ARRESTER 18KV RISER POLYMER HANGER BRACKET W/ CAP PEC SPECIAL,ALU01,3ARRESTDIS ,23,65.80
360132,AL-336.4-76A,SPLICE COMPRESSION 336.4 19STR AAC FULL TENSION,NAT40,3CONNCOMP  ,14,26.67
360807,225 DV-240 DELTA 3PH-ZN11407,225 14400X7200 240 DELTA 3PH PAD,CIT05,3TRANURD3P ,365,.00
360325,750X120262,CURRENT TRANSFORMER 600V 400:5  JAD-OC W/ SS BASE,GEG02,3CTVTPT    ,28,109.81
360356,RA6018,BRACE XARM WOOD 60 X 18 (2 BRACES/PAIR),ALU01,3WOODBRACE ,18,21.89
360581,PS1.2-3,LABEL LETTER-"3"  FOR 2" RY  BLACK ON YELLOW SHEET,ALM02,3SIGNS     ,7,7.10
360011,167DRG,CAP INSULATED PROTECTIVE 15KV W/ GRD & TEST POINT,THO05,3MLDRUBBER ,63,31.57
360183,CO-OX-8,INHIBITOR OXIDE 8OZ,CMC01,3LUBRICANT ,14,9.56
360099,25 DV-240/480 2B ARR TAPS SPD,CONV 25 KVA 14400X7200 240/480 2 BUSHING W/ ARRESTER TAPS SPADES,GEP01,3TRANOH    ,63,.00
360536,15 DV-277/480 2B,CONV 15 KVA 14400X7200 277/480 2 BUSHING,GEP01,3TRANOH    ,63,879.37
360749,G1MDA118DV3,STANDOFF FG 1PH 18IN 15 DEG VERT PIN 1-3/8IN NYLON THREAD 1.5IN ROD,MAC10,3FIBBRKTS  ,266,35.64
360689,U1N68,SPLICE #6-#8 INSULATED,THO05,3CONNCOMP  ,20,.85
360060,25 DV-240/120 PAD,PAD 25 KVA 14400X7200 240/120 1PH,GEP01,3TRANURD1P ,63,2206.74
360169,KE1068B,GUARD WILDLIFE 100A 15KV CUTOUT GREY,KAD01,3WILDLIFE  ,30,29.35
360103,100 DV-240/480 2B TAPS SPD,CONV 100 KVA 14400X7200 240/480 2 BUSHING W/ TAPS SPADES,GEP01,3TRANOH    ,63,.00
360136,8646,BOLT CARRIAGE 1/2 X 6,POW06,3BOLTWSHR  ,98,1.08
360173,KE1053,GUARD WILDLIFE FOR MOV/POLYMER SURGE ARRESTORS,KAD01,3WILDLIFE  ,21,15.38
360185,TULIP 1900LB NRR,336.4 MCM AAC 1900LB 54X32X32  NRR (6015FT),CME02,3WIREBAREA ,231,3.15
360900,VACL50012BN,SPLICE COMPRESSION 500 AL/CU 2 HOLE,ARK05,3CONNCOMP  ,21,6.78
360309,31025,FUSE FIT ALL TYPE K 25A,COO02,3FUSE      ,59,5.54
360934,LG3638CA004L-ZN11407,LID PULL BOX 36X72,MAY03,3HANDHOLE  ,7,.00
